X Y
NaN NaN
167.146969963439 -46.1252743493494
167.148528578567 -46.1291134533013
167.148516420368 -46.1313678319526
167.146754261956 -46.1359432792483
167.145128350896 -46.1391724310466
167.14443899816 -46.1416997190123
167.142904788518 -46.1440268721871
167.138325596576 -46.1486148177763
167.133067692249 -46.1513646124359
167.129898840577 -46.1527124084345
167.127562944178 -46.1543995276547
167.120609504555 -46.1567662097874
167.11191248142 -46.1589429920001
167.109129259314 -46.1589340961599
167.106148263205 -46.1605596036622
167.105840467547 -46.1614461321365
167.106395343805 -46.1623760365821
167.106243277999 -46.1638748097637
167.10493019831 -46.166095536041
167.103599160538 -46.1701136744575
167.101802697136 -46.175535735663
167.100493825157 -46.177729449855
167.094893652305 -46.1816602196403
167.092893186801 -46.1821638374562
NaN NaN
172.491404331897 -41.041248973152
172.491001350368 -41.0421476430484
172.490405556038 -41.0422980270408
172.490158123553 -41.0419809906111
172.48981674665 -41.0415435768968
172.489438321775 -41.0394393821117
172.488849611888 -41.0386894302946
172.485544385103 -41.0305664413376
172.485556152111 -41.0290673037914
172.48654652098 -41.0290717200326
172.486594957604 -41.0291228294983
172.489691815976 -41.0323903735167
172.490465069521 -41.0346448301174
172.490848778128 -41.0373429182052
172.491262473775 -41.0402516226557
172.491404331897 -41.041248973152
NaN NaN
166.864334967418 -45.7910398561622
166.858401418239 -45.7869311528391
166.85799558771 -45.78551537117
166.857910504312 -45.7825799088738
166.857293656809 -45.781224110003
166.858899493164 -45.7800955379162
166.859801616588 -45.7807160896555
166.860254382191 -45.7821702177865
166.860433331813 -45.7851822038397
166.861316076946 -45.7859804446968
166.863230234965 -45.7866912775567
166.865507751294 -45.7868855118056
166.866812550237 -45.7875634401963
166.866949081123 -45.7886430971049
166.864334967418 -45.7910398561622
NaN NaN
168.097597937626 -45.1734754886815
168.097750101188 -45.1716744724683
168.098301959245 -45.1701967414762
168.097133375202 -45.1689438746669
168.096675675968 -45.1668195196048
168.097932617513 -45.1670258893387
168.098305003207 -45.1676411334178
168.098415715483 -45.1688492907846
168.099410157057 -45.1696441124096
168.100854259773 -45.1701558610307
168.101115401942 -45.172118656568
168.102059169402 -45.1735152677708
168.101770032462 -45.1744045501587
168.097597937626 -45.1734754886815
NaN NaN
167.523938761602 -45.8109039847044
167.524638862949 -45.8121580388989
167.522772559245 -45.8137820094703
167.522014387088 -45.8148165532429
167.521147195898 -45.8182939408371
167.518816762161 -45.8215173246447
167.519007789023 -45.8226894071824
167.516276176713 -45.826872637026
167.515968281474 -45.8277758157876
167.516013715831 -45.8299812952599
167.513340407153 -45.8307903674786
167.510099286812 -45.8322181288713
167.507802675715 -45.8337650483918
167.507534143395 -45.8366112199098
167.50753414282 -45.8366112260054
167.507364052286 -45.8384068070374
167.507751146237 -45.8388759214827
167.507451119808 -45.8397681167739
167.503054607379 -45.8430198825714
167.501256686372 -45.8438416609881
167.50047180806 -45.8453063237994
167.498344283563 -45.8473119352367
167.495331617924 -45.8495824448146
167.495062150416 -45.8501694578943
167.492006350525 -45.8528842904497
167.484305522718 -45.8567850688232
167.479803247074 -45.8606918707725
167.472796694779 -45.8651854052232
167.463490398909 -45.8716525637652
167.460170574598 -45.873959012354
167.457971257584 -45.8744944562335
167.456286816617 -45.8753797700636
167.455147285677 -45.8759786570626
167.45067420931 -45.8777259944288
167.448822348474 -45.877849965769
167.445035009237 -45.8796996168565
167.44338165731 -45.8809038242356
167.442203519614 -45.8827200669983
167.441852067104 -45.8839342144368
167.437595845068 -45.8858678399721
167.435294476491 -45.8874150472099
167.431136028576 -45.8921905616752
167.429498026232 -45.8932347543496
167.427735484945 -45.8947545216348
167.425563214152 -45.8957725260475
167.422712440148 -45.8968851828563
167.422115450248 -45.8971181728045
167.418859853873 -45.8983886568068
167.415542822962 -45.8993502838444
167.4132122429 -45.9004138397895
167.411348769881 -45.9006436411497
167.410465398938 -45.9002790857667
167.40857929664 -45.8999723178847
167.406467775692 -45.9001336121869
167.405577964367 -45.9008421396461
167.404259353019 -45.9009914828485
167.402280877637 -45.900840724063
167.398138129577 -45.9001017427596
167.392915629241 -45.8986670398104
167.390866395707 -45.8984590477336
167.385126320501 -45.8968379350853
167.382771186709 -45.8958651911317
167.381215912375 -45.8938077477211
167.378616785474 -45.8937330578734
167.377064008187 -45.8939240778922
167.375646932771 -45.893532902562
167.374163579179 -45.892281898891
167.37308339509 -45.8908365911858
167.373092665009 -45.8892309858
167.37191391329 -45.8872454728097
167.369157632013 -45.8845665419682
167.366401232361 -45.8818871878805
167.364292716509 -45.8815152189225
167.360604744167 -45.8816003457856
167.35948778594 -45.8812773759741
167.356671305954 -45.881084316514
167.354399825471 -45.8813633644293
167.354187465309 -45.8813894500609
167.352895854365 -45.8805224331384
167.352121396363 -45.8790921703381
167.35026807755 -45.8769658769908
167.347869037871 -45.8726710823117
167.347329016028 -45.8711988687514
167.348003958687 -45.8705899369095
167.349332763151 -45.8703346548944
167.34924530015 -45.8696878856807
167.350998615461 -45.8690254245833
167.350540186001 -45.8675036325424
167.349678887098 -45.8661761455398
167.349688868114 -45.864570575075
167.347062754088 -45.862512987585
167.346539571205 -45.8616304812803
167.346177915456 -45.8576509598987
167.346513459106 -45.8531305075173
167.346799440143 -45.8492768071155
167.346043844403 -45.846737784911
167.344972257527 -45.8431365989981
167.344868111517 -45.8419001254856
167.344317949871 -45.8412839312406
167.344361129011 -45.8383819651047
167.344396737133 -45.8359878697437
167.348162803424 -45.8351040781413
167.351194162702 -45.8346655893851
167.353436556812 -45.8344555701983
167.357262936286 -45.8344846453385
167.358873362037 -45.8337078818703
167.360174241182 -45.8337187554551
167.361638900836 -45.8343801480495
167.362992312156 -45.8384087064226
167.362922788914 -45.8398507686908
167.362205232437 -45.8408859021036
167.360877792311 -45.8418909266975
167.360753612006 -45.8431160796767
167.360822377048 -45.8436175421067
167.361859766165 -45.8442950416949
167.362829025909 -45.8445571299181
167.362710897905 -45.8464785608967
167.361782557136 -45.8495911883285
167.362768724097 -45.8504429890813
167.363074262177 -45.8512076377026
167.362242431409 -45.8526118797001
167.362417769848 -45.8539054102171
167.36316458886 -45.8548524610338
167.36335136948 -45.8567889820733
167.36422429893 -45.8587594557424
167.364399689659 -45.8600529855197
167.367490536519 -45.863578564185
167.367377205134 -45.8646971595923
167.368948097532 -45.8673445350065
167.371781677911 -45.8688765383291
167.37289382006 -45.8700021361791
167.374616177102 -45.8711579518013
167.374683142381 -45.8727672323546
167.375615012494 -45.8738630154619
167.377985469037 -45.8742151270752
167.378667229604 -45.8750518516239
167.38057549599 -45.8766449736081
167.382413013848 -45.8781810234523
167.384164014976 -45.8801965862526
167.385571431704 -45.8818165338461
167.388513481545 -45.8839528413498
167.390774861268 -45.8855947381233
167.392927599145 -45.8871576280799
167.398943016163 -45.8875606784876
167.401270202047 -45.8880497592294
167.405136319642 -45.8880176077908
167.407791855689 -45.8879954475884
167.410275819275 -45.8876890551654
167.412061243518 -45.8867060091036
167.415192907498 -45.8860565188453
167.416133692252 -45.885085544623
167.416675698105 -45.8835060537294
167.416694500839 -45.8817938158359
167.416196687892 -45.8806452178614
167.416903259874 -45.8797162164727
167.41809549841 -45.8792927837347
167.420018424393 -45.8792264363188
167.423013016075 -45.8784094557775
167.423961805094 -45.8788842166717
167.425416324881 -45.8789018580233
167.426950985299 -45.8781204175878
167.428468114558 -45.8767491361005
167.428548227696 -45.8759500659128
167.429492818296 -45.8749262521041
167.430280299785 -45.8731974202923
167.431362513995 -45.872340246433
167.432822211732 -45.8723044960678
167.436327308234 -45.8707551131311
167.438274825834 -45.8698941510963
167.439278989654 -45.8682835676818
167.439563043808 -45.8662096040215
167.440355923673 -45.8651775701826
167.440948257646 -45.8646176062112
167.443973834062 -45.8634803750573
167.444976297337 -45.8618444588319
167.445382145729 -45.8588824426483
167.445179261068 -45.8582717104166
167.441924468537 -45.8563780955101
167.442558449789 -45.8548420306462
167.442673501999 -45.8528889644484
167.443625641735 -45.8509388978906
167.444888557475 -45.8483520878208
167.44539219812 -45.848091411638
167.44953278051 -45.8459481298792
167.451137705306 -45.8459144521046
167.452770299759 -45.8456021977644
167.455390537083 -45.8442187539725
167.457247102865 -45.842462391273
167.457652607295 -45.8408031655114
167.458373216557 -45.8399987918884
167.461252899933 -45.8400269806201
167.464031461735 -45.842680351239
167.463928289548 -45.8445221437449
167.462611008041 -45.8456893201939
167.460615304419 -45.8464317206794
167.456227142083 -45.8486805610471
167.453919959538 -45.8501352475412
167.452830345102 -45.8514252661751
167.450233831072 -45.8533694300631
167.450028212041 -45.8554300507604
167.450439677099 -45.8561216804871
167.453153535578 -45.8578208605151
167.453059106641 -45.8587675661243
167.4517356842 -45.8599902988058
167.451146344619 -45.8610808367903
167.453007431924 -45.8608916683557
167.453839782716 -45.8613799491853
167.456325538555 -45.8605495561348
167.460258586014 -45.8580546563099
167.465377074478 -45.8541062089684
167.469197500076 -45.8503184349491
167.471977004047 -45.8489423408533
167.47314031293 -45.8477116052237
167.478707458737 -45.8440642288983
167.480765988998 -45.8434924050589
167.483657700619 -45.8417856718037
167.486834153902 -45.8420514112616
167.487554481448 -45.8412468395524
167.486624521599 -45.8402662058854
167.485165827892 -45.8387279471672
167.485096570741 -45.8377700518608
167.485926752787 -45.8331326595757
167.485276899327 -45.8313726561523
167.48610354785 -45.830124769999
167.49567079014 -45.824991438714
167.499501350889 -45.8243196687563
167.503106334899 -45.8242241354136
167.50469115687 -45.824508950778
167.505826791792 -45.823645638218
167.506241452151 -45.8221050347089
167.504924304318 -45.8190426090652
167.504608878779 -45.8169158990835
167.505104678769 -45.8127781195342
167.507133684857 -45.8121721760245
167.509167052392 -45.8119641171272
167.510688395802 -45.8120680394566
167.51013436906 -45.814581233794
167.510538295591 -45.8161460019943
167.512653410672 -45.8178851019868
167.512258450134 -45.8187841666787
167.512954521659 -45.8201688692869
167.514083673495 -45.8211364843296
167.515037497283 -45.8207846146504
167.515723712744 -45.8195936526482
167.518356148917 -45.8164154652855
167.519013697491 -45.8150700140028
167.520066158831 -45.8137130473433
167.521859057122 -45.8123915913127
167.52261249259 -45.8109590205611
167.523938761602 -45.8109039847044
NaN NaN
167.36567528754 -45.7745883026966
167.36645958772 -45.7753792385606
167.366512676958 -45.7770368015346
167.368466153161 -45.7779442286725
167.369394328919 -45.7783754171896
167.370576701649 -45.7794831882055
167.370231921408 -45.7808238995631
167.36881893002 -45.7821086475387
167.368789304497 -45.7824093158729
167.366263779737 -45.7818364805808
167.362328450283 -45.7802936214865
167.361013349398 -45.780532267246
167.35911696691 -45.7801429725795
167.359277034821 -45.7784956944668
167.35998982673 -45.7777770584799
167.3645908881 -45.7746847787424
167.36567528754 -45.7745883026966
NaN NaN
166.921706108916 -46.146177320409
166.920773417168 -46.1462230426395
166.919341823425 -46.146743608651
166.918582497333 -46.146464282343
166.918035995617 -46.1458142510678
166.918668904607 -46.1441288880103
166.921345668426 -46.1435316048778
166.921632045325 -46.1437378781714
166.921395945823 -46.1452534507192
166.921706108916 -46.146177320409
NaN NaN
166.651007172331 -45.8078244459972
166.651164941222 -45.8083572561894
166.650503915142 -45.8094993455969
166.649431963703 -45.8101381434501
166.647852412548 -45.8105739848636
166.646950524758 -45.8116371827744
166.645717205255 -45.8120485916562
166.64486949144 -45.8115427709589
166.644200457118 -45.81056656449
166.644839236752 -45.8090739575275
166.64615810369 -45.8081869830733
166.64903675906 -45.8075055467776
166.64959131164 -45.8073742623567
166.649824718186 -45.807448477406
166.651007172331 -45.8078244459972
NaN NaN
166.670655525714 -45.8143117145616
166.669485697755 -45.8149890198426
166.667791541536 -45.8147855852305
166.666983786094 -45.8150244192279
166.666168321862 -45.8147825536187
166.665138959873 -45.8136772409034
166.663471772349 -45.8126893219609
166.662657960047 -45.8107881970355
166.662668595 -45.809871731936
166.660974033337 -45.8093382435426
166.658961478518 -45.8087045984702
166.658231545472 -45.8079870863325
166.657523140117 -45.8054368342662
166.657845493226 -45.8047997356511
166.660328806539 -45.8032788088497
166.66182393727 -45.8034630841576
166.66420775156 -45.8037568472919
166.666420703414 -45.8048843968703
166.666368377006 -45.8067154168027
166.667145713579 -45.8075665596286
166.667347603004 -45.8090842906402
166.668798882226 -45.8113778303592
166.669432913341 -45.8123797666695
166.670655525714 -45.8143117145616
NaN NaN
174.731809641021 -36.7460231992775
174.725454951922 -36.7459774745071
174.723790762592 -36.7466082748337
174.723191264628 -36.7451172140273
174.724306967157 -36.7449460452373
174.729729416165 -36.745155707218
174.731610254876 -36.7455757818824
174.731809641021 -36.7460231992775
NaN NaN
168.131243718508 -44.5539075790415
168.131158382228 -44.5523984527648
168.132971839026 -44.550825636889
168.133441804111 -44.5494148435949
168.133811109938 -44.5483053994078
168.135413725931 -44.5467191288064
168.138640888342 -44.5445289871268
168.141871439087 -44.5423362784534
168.142598689669 -44.541163583714
168.143106855411 -44.5375790939501
168.144229493037 -44.5341692944209
168.145683264877 -44.5318283371643
168.146289674413 -44.5296002229361
168.148115250742 -44.5253186732017
168.148712689852 -44.5248139020333
168.149469965135 -44.5241724697828
168.149766080924 -44.5231347383546
168.148990456712 -44.5223492028296
168.149262705609 -44.5190522770635
168.151900355325 -44.5151070128586
168.156333286106 -44.5097364929749
168.156792723878 -44.5095728654728
168.157849173221 -44.5091964608068
168.15855087951 -44.5083245361078
168.161199644806 -44.5067865716852
168.162182275801 -44.5050249912865
168.164411825318 -44.5034647413142
168.166531109496 -44.5007008361908
168.168317463842 -44.4968682051777
168.170310900937 -44.4955998767949
168.17218317575 -44.4932762208458
168.17325206377 -44.4930191827963
168.173389130006 -44.4939264621918
168.174829214158 -44.4942889644551
168.175813112879 -44.4950830523127
168.176428506803 -44.4952577003538
168.176687148791 -44.4946691367204
168.177413725224 -44.4947739708058
168.178141028308 -44.4948789047708
168.18029315656 -44.4967722716808
168.180430337475 -44.497679547254
168.181648345519 -44.498185934497
168.18098928792 -44.4993724789849
168.181427410532 -44.500881012133
168.179323529477 -44.5034970730533
168.176207998077 -44.505619895056
168.175209796582 -44.5075296237595
168.173398396479 -44.5091077092705
168.170852311204 -44.5120070197247
168.169878518202 -44.5136157741124
168.168573409789 -44.5141648146006
168.166997463233 -44.5154506393866
168.162366372375 -44.5206644768769
168.160467975361 -44.5232889072054
168.158498218238 -44.5242561049895
168.15841194777 -44.525302685065
168.158411947681 -44.5253026861476
168.158251219616 -44.5272521649017
168.156992717624 -44.5297547695593
168.153456587188 -44.5347252906931
168.151285849198 -44.5377760556397
168.151217829684 -44.5377902616653
168.147650777645 -44.5385239493874
168.145903520211 -44.5393515368838
168.14581697099 -44.5403981854249
168.145077547891 -44.5417191574308
168.145630984217 -44.5426485283751
168.145457962225 -44.5447417378022
168.144135950693 -44.5454385497858
168.14121911778 -44.5451619183004
168.139702130412 -44.5457016788856
168.135942507418 -44.5479449533718
168.135252213127 -44.5486685377218
168.134943404639 -44.5498543723458
168.133302217352 -44.5518899035538
168.132550065438 -44.5533590238212
168.131243718508 -44.5539075790415
NaN NaN
175.315947388958 -41.1696874813891
175.315367546268 -41.1701494923257
175.313777269991 -41.1701811957669
175.310915517774 -41.1678334020275
175.31089979266 -41.167383279937
175.313276884266 -41.1671872239991
175.315299237364 -41.1681962089403
175.315536203831 -41.1692453152821
175.315947388958 -41.1696874813891
NaN NaN
169.973471369379 -45.8807747928425
169.972421202522 -45.8796103646256
169.972415228849 -45.8781447061917
169.969113015824 -45.8782365275776
169.96411875244 -45.8793677023692
169.964498442417 -45.8789635409057
169.966263980432 -45.8770841147725
169.970248675745 -45.8770404569785
169.971777692046 -45.8764827653677
169.97259546199 -45.8771924335146
169.975793230677 -45.8782342384162
169.977755073121 -45.8760131125598
169.977926155886 -45.8735433437457
169.975731370937 -45.8728918245951
169.972707725487 -45.8738131051708
169.971827841804 -45.8724174094219
169.968815604556 -45.8721519998708
169.96859829481 -45.8702916976501
169.970367463668 -45.8690033757803
169.973624979267 -45.8676803381899
169.970684897228 -45.8651172618068
169.966131665467 -45.8648850324158
169.966076414688 -45.8678508356746
169.964138064803 -45.869320063725
169.961740581628 -45.8704431743175
169.964052566306 -45.86601665248
169.961853607498 -45.8645693234919
169.960105179586 -45.8663567062302
169.957723070523 -45.8660978808045
169.951905635289 -45.8645632336175
169.952189652094 -45.8664424491173
169.953606039119 -45.8677094405375
169.949932841761 -45.867902933873
169.95028805335 -45.8691734668609
169.949583518093 -45.8723444627557
169.945915959049 -45.872165685171
169.943441798492 -45.8749250044714
169.938973575041 -45.8750649098499
169.9395197533 -45.8737398582676
169.937492884405 -45.8739866133188
169.935294521909 -45.8734083712595
169.935216993407 -45.8719226090829
169.934103857732 -45.8703115790016
169.931054943268 -45.8703642837437
169.926540536046 -45.8684624533334
169.931445471175 -45.8685054883773
169.935657170346 -45.86681582761
169.938797547368 -45.868606308544
169.943611747889 -45.8679564259498
169.947528314964 -45.8662436666334
169.949377221747 -45.8644756296031
169.94762444103 -45.8622043801733
169.948476863494 -45.8605570246393
169.950930902131 -45.8583971155068
169.955414721136 -45.8598891468806
169.957219948218 -45.8618289778403
169.961497693671 -45.8622396134051
169.964458913992 -45.8634311282749
169.967684620521 -45.8636652479779
169.969548930706 -45.861600503056
169.9638629364 -45.8587788528584
169.961222518382 -45.858523128862
169.960445467429 -45.8573859234835
169.959057857691 -45.8563427797053
169.957188530279 -45.8556471946295
169.956719178503 -45.8544715487471
169.956165252151 -45.8510072409961
169.952826185974 -45.8509181633151
169.950113144641 -45.8520830027382
169.950483646399 -45.8500767384238
169.95186260463 -45.847183362724
169.950841547049 -45.8460554127421
169.953873308986 -45.844380980962
169.956145207604 -45.8426241166309
169.954116077259 -45.8399364910916
169.94989752277 -45.8404173498891
169.947028139123 -45.8414533915192
169.941985707305 -45.8405023878162
169.938569898272 -45.8408559325167
169.934434679297 -45.8427108213185
169.931658727062 -45.8410784031871
169.92710540989 -45.8437749054674
169.924938979891 -45.8426409026532
169.921348322216 -45.8412502287717
169.91929407091 -45.8391504761147
169.915974243576 -45.8402097563398
169.913805706194 -45.8388728232444
169.911448598914 -45.8398077091297
169.910372052014 -45.8383567133841
169.906815808905 -45.8383308711898
169.904794289077 -45.8398718952568
169.902748937247 -45.8387750386414
169.900128208623 -45.8395606213081
169.898308985364 -45.8380426357385
169.895422168499 -45.8387262990999
169.892965357593 -45.8377133763937
169.890683242363 -45.8383376940532
169.887134037753 -45.8372765273749
169.877759959302 -45.8369463662996
169.87413364629 -45.8395915046514
169.869819603905 -45.8413282855053
169.867839988526 -45.8405167970969
169.864846598114 -45.8419084147296
169.861110138571 -45.8407187259845
169.857276431735 -45.8413290369944
169.854271471949 -45.8413089018356
169.85127909655 -45.8416714984903
169.84943850975 -45.840433725264
169.844606488914 -45.8384316750127
169.840779838312 -45.8387108171576
169.838503129057 -45.8376833445652
169.835297727155 -45.8352578006325
169.83178340969 -45.8336024696012
169.830579255235 -45.8323821418208
169.830653504095 -45.827339718755
169.826953552676 -45.8261612576179
169.82276911677 -45.8269721381802
169.817747752578 -45.8285014279512
169.808081420387 -45.8286766349855
169.819472022918 -45.8261755923775
169.82141671097 -45.8246348371842
169.825539883641 -45.8248979742208
169.8295001164 -45.8252305895663
169.83373183922 -45.8263865531666
169.834629021374 -45.8283402282518
169.835190031004 -45.8315456290729
169.83938768777 -45.831439383265
169.842926659209 -45.8317227893983
169.84600415623 -45.8326609837252
169.849667316691 -45.8345054562733
169.854242410512 -45.8342977591807
169.859530392411 -45.8327372115468
169.864015795523 -45.8341215753592
169.868470261039 -45.8341697087047
169.871463197012 -45.8334225024185
169.875993856275 -45.8315575895856
169.875283812568 -45.8259611962368
169.873407138998 -45.8245465263851
169.87484436921 -45.822730165038
169.873375130465 -45.8207451214082
169.868259904677 -45.8206490846663
169.865495055591 -45.8203521771265
169.861636236545 -45.8192737897357
169.86358188327 -45.8183990008657
169.868160995943 -45.8179059431339
169.872588977974 -45.8155963072817
169.875505515739 -45.8120517572305
169.87663262169 -45.8111101514582
169.874690394298 -45.8164494782426
169.874323042918 -45.8196218871569
169.878222293664 -45.8245021978331
169.882699679023 -45.826967217648
169.887895019696 -45.8279045907186
169.893857198335 -45.8298350436461
169.89843214581 -45.8294290273269
169.900937228679 -45.8309998316118
169.90611906089 -45.831052019042
169.911886592382 -45.8296611445732
169.914145802562 -45.8265397786575
169.91465173838 -45.8231058780187
169.911564684127 -45.8194863596851
169.913256729026 -45.8197530550904
169.916023814847 -45.8223031529024
169.917941122053 -45.8253605623947
169.925521318411 -45.8266257880411
169.928328085907 -45.8284693192775
169.930667190727 -45.8331427667778
169.935397968775 -45.8329074700798
169.937586435716 -45.8317051501711
169.940117218065 -45.8310311246954
169.943491331155 -45.8294895209152
169.945032570662 -45.8292068975247
169.946773947278 -45.8313390362835
169.953226168484 -45.8290571781227
169.954882633693 -45.8288836866645
169.956822550409 -45.8311646834356
169.958681134215 -45.8311563492202
169.960437938725 -45.8329127049639
169.962692763232 -45.8334886395314
169.968430331567 -45.8376153444076
169.969900047795 -45.8414693628884
169.968638178505 -45.8441805946464
169.96502824075 -45.8471261131053
169.967176004358 -45.8478403968342
169.967775285744 -45.8493133625754
169.967415675949 -45.8510470286183
169.968656725213 -45.8536022597505
169.971838131314 -45.8532496047295
